generator_name,validation_accuracy_mean,validation_accuracy_std,validation_accuracy_min,validation_accuracy_max,validation_f1_macro_mean,validation_f1_macro_std,validation_f1_macro_min,validation_f1_macro_max,validation_f1_weighted_mean,validation_f1_weighted_std,validation_f1_weighted_min,validation_f1_weighted_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_f1_weighted_mean,test_f1_weighted_std,test_f1_weighted_min,test_f1_weighted_max
numpy_mt19937,0.9360665137614679,0.0029080894599967373,0.930237003058104,0.9417048929663608,0.8783674051772256,0.005766474778610233,0.8658615935604438,0.8889880109207136,0.9352481714745712,0.0029973298299907692,0.929108631333979,0.9408107264134059,0.936500350474734,0.0031211217479436685,0.9304148346396482,0.9420760848786083,0.879020855072027,0.006490792868691672,0.8638597242726124,0.8914547342738187,0.9356360072095601,0.003252074401047984,0.9288665520811505,0.9415488187324882
numpy_pcg64,0.9362449031600408,0.003114302303508615,0.9294724770642202,0.9434250764525994,0.879183280029377,0.005857397327080176,0.8688345075854181,0.8919475030428363,0.9355129354312157,0.0030985545677042446,0.9293427730450882,0.9427756411445535,0.9375135410692665,0.0031559135205314476,0.9325176830433951,0.943987765245651,0.8813629216959932,0.006161268626101997,0.8711984227520055,0.8947055054897827,0.9367604125831842,0.0032341260102021897,0.9315035692868259,0.9435005549814656
pcg64_cp_alite1,0.9363978083588176,0.0028008218419607045,0.9296636085626911,0.941322629969419,0.8790168818604324,0.006061424319130165,0.8642595790437441,0.8906027216789828,0.9355569543242912,0.0029284131834769545,0.928516863658172,0.940606344935446,0.9353660867902887,0.003161744678071976,0.9288854903460142,0.9426495889887211,0.8769716594357585,0.0061208246788746175,0.8638204948726559,0.8900890755584209,0.9344722437015867,0.0031922106980031254,0.9278142048565826,0.9417516379014562
