generator_name,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_f1_macro_mean,test_f1_macro_std,validation_accuracy_mean,validation_accuracy_std,n
numpy_mt19937,0.936500350474734,0.0031211217479436885,0.9304148346396482,0.9420760848786084,0.879020855072027,0.006490792868691672,0.9360665137614679,0.002908089459996733,30
numpy_pcg64,0.9375135410692665,0.0031559135205314367,0.9325176830433952,0.943987765245651,0.8813629216959932,0.006161268626101997,0.9362449031600408,0.0031143023035086104,30
pcg64_cp_alite1,0.9353660867902887,0.003161744678072008,0.9288854903460142,0.9426495889887212,0.8769716594357585,0.0061208246788746175,0.9363978083588176,0.002800821841960702,30
