generator_name,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_f1_macro_mean,test_f1_macro_std,validation_accuracy_mean,validation_accuracy_std,n
numpy_mt19937,0.9363983941884917,0.0027452238696758476,0.9325176830433952,0.9426495889887212,0.8790412477796201,0.00566901493625182,0.9361748216106014,0.0032342489760847698,30
numpy_pcg64,0.937265022621551,0.0029436724166938865,0.9309883387497612,0.9424584209520168,0.880781096805156,0.005822854011944988,0.9361684505606523,0.002822238498889359,30
pcg64_cp_alite1,0.935512648951762,0.003113946784648074,0.9290766583827184,0.9430319250621296,0.8772440772781926,0.006097211073677121,0.9362321610601427,0.0028927726474204983,30
