generator_name,elapsed_mean,elapsed_std,elapsed_min,elapsed_max,n
numpy_mt19937,0.00539110416666679,9.115822596934877e-05,0.005335500000001,0.0058149590000002,30
numpy_pcg64,0.00525707090000001,0.00025623200342308035,0.0051844580000004,0.0066111249999991,30
pcg64_cp_alite1,0.2970054597000001,0.0019827301439170083,0.2935849159999999,0.300383,30
