generator_name,mean,std,min,max
numpy_mt19937,0.00539110416666683,9.115822596935652e-05,0.005335500000001048,0.005814959000000286
numpy_pcg64,0.005257070900000057,0.00025623200342308344,0.005184458000000447,0.006611124999999163
pcg64_cp_alite1,0.29700545970000014,0.0019827301439170174,0.2935849159999999,0.30038300000000007
