generator_name,seed,dataset_size,train_size,validation_size,test_size,model_name,model_random_state,validation_accuracy,validation_precision_macro,validation_recall_macro,validation_f1_macro,validation_f1_weighted,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_f1_weighted
numpy_mt19937,1000,34874,24411,5232,5231,RandomForestClassifier,1000,0.9399847094801224,0.9049573004433246,0.8669943249707126,0.8850787975903515,0.9391042243352345,0.9363410437774804,0.89599735928884,0.8625772362480907,0.8784023754143622,0.935442983662166
numpy_mt19937,1001,34874,24411,5232,5231,RandomForestClassifier,1001,0.9329128440366973,0.8895170312430336,0.8558473880309961,0.8718815301397224,0.9319766480158638,0.9359587077040719,0.9016874608089162,0.855519061754315,0.8772619872282474,0.9347924790316635
numpy_mt19937,1002,34874,24411,5232,5231,RandomForestClassifier,1002,0.9378822629969419,0.8895581147707557,0.8760631241194196,0.8826392462103629,0.937503900133817,0.9346205314471421,0.8945119767729336,0.8589880675160236,0.875949466733266,0.9337071852617477
numpy_mt19937,1003,34874,24411,5232,5231,RandomForestClassifier,1003,0.9375,0.8973167712854345,0.8691106847512075,0.8825712716158435,0.9368299286181699,0.9351940355572548,0.8973173336825687,0.8566191407407161,0.8759197184142044,0.9341576077296646
numpy_mt19937,1004,34874,24411,5232,5231,RandomForestClassifier,1004,0.9327217125382263,0.8841562943986845,0.8617942292848707,0.872634458495308,0.9321013016433795,0.9388262282546358,0.9049127897968218,0.8635594516973857,0.883158787920446,0.9378341755291266
numpy_mt19937,1005,34874,24411,5232,5231,RandomForestClassifier,1005,0.9401758409785933,0.9032483746347811,0.8717225792490352,0.8867774123194053,0.9394311780178293,0.9327088510800994,0.8895454492037672,0.8545333578521265,0.8712189674506595,0.931737279412428
numpy_mt19937,1006,34874,24411,5232,5231,RandomForestClassifier,1006,0.9346330275229358,0.8982299478972097,0.8537273569938604,0.8747053314051665,0.9335002941382232,0.9355763716306633,0.8983887288679459,0.85557042210726,0.8758192082461097,0.9344809390268282
numpy_mt19937,1007,34874,24411,5232,5231,RandomForestClassifier,1007,0.9378822629969419,0.895894581357346,0.8698022514477413,0.8823719156032427,0.9372910795289837,0.9359587077040719,0.9039705861929712,0.8527389733108969,0.8767064684460534,0.9346606890411483
numpy_mt19937,1008,34874,24411,5232,5231,RandomForestClassifier,1008,0.9315749235474006,0.8812886479811016,0.859932141665818,0.8703140221337312,0.9309856935096196,0.9411202446950869,0.8996533646005288,0.8784466196950621,0.8887645493114609,0.94064853956984
numpy_mt19937,1009,34874,24411,5232,5231,RandomForestClassifier,1009,0.9392201834862385,0.9048991153453331,0.8614305625544917,0.8819822738542268,0.9381886278367703,0.9426495889887211,0.9091556681374923,0.875800815174821,0.8917905954041063,0.9419204068185673
